,tweet,class
19572, longbongchris woridstarhlphop white twitter when they get in an argument s t co u dfp xj b i wouldve bitch slapped her into ,1
10790,i need some new hoes,1
2773, capodaasshole yea he coming back him big rod doing something for that hoe,1
11496,if i ever committ a crime you can cite lvl as being the sole influence ,2
1743, darkkskys bitches be set hoppin like bitch get your life for u get beat up lmao ,1
11859,is that a hawk what the fuck kind of bird is that ,1
17770, thottyglo how quick your bitch will text another nigga whens shes mad at you t co ursi ajump,1
8329,can you catch a box hoe ,1
3867, kyle monahan fuck you bitch,1
2078, looked at my ex profile and she struggling with that weak ass niggah god is good ,1
5389, asheyk pussy,1
11841,ionn got no type bad bitches is the only thing that i like,1
11777,ima pull up eat on that pussy and dip ,1
2661, braxxxedelic fight that shit say you re on free lunch and they must have the game fucked up cause you re colored like the rest of them,1
15648, innewzealand the knicks are still trash melo signed for the money he don t even care about being on a good winning team ,2
3583, j fritzy vivaalakatyy lompartayy brotherbill jhuff bitch better back up katy s mine,1
17218, sayrayarriaga pics or it didn t happen or you re the side bitch ,1
4459, queensavage naw i juss like making you a lil mad i have been gone for too long tho i hate the boonies ,2
5299, dcornothing kyariesda he should i got tired of hearing how he can eat pussy ways like damn ,1
15407, hbcufessions i know if my bf breaks up w me i ll become the biggest hoe of all time amp probably fuck anyone who looks my way bc id be s ,1
16094, kylekallgren you know how in superhero stories the best insult for superheroes dumb mooks can come up with is do gooder whiteknight,2
1296, hermosa jayy can i bring anotha bitch or nah ,1
19774, obehi saaani obehi wetin happen our school will just be behaving like pussies,1
23768,don t even entertain these hoes got somebody too important ,1
12097,josh you re a hoe ,1
20004, shardae yahoo jessica ass dont need no more liquior when the bitch drinks she forgets everything the very next day it never fa ,1
16501, moneyhg i gota hand fulla brothers trek gang bitch we hustle,1
9823,highhhhh watching dawn of planet of the apes stonernation lifecomplete,2
17084, reggieripbam all i ever do is fuck bitches amp count stacks,1
9940,how you gonna use my name while you talmbout pussy tastes lol,1
2079, ma niggah alsina be doin his thang t co iza lil oz,1
23669,bitches don t knw what to let ride certain shit ain t work mentioning,1
9550,got ya crackas spics chinks and carpet riders but no niggas mlk ain t fight for nothing gimmeablackemoji,1
12275,lmao what a comeback somethinzfuckee beyyourmaster traybonmartin says the twat with the sides of her head shaved like a damn asshole ,1
4183, mrmooncricket racistnegro rape of course the only way you could get pussy smh,1
20160, thegame sean locs the game beats glocc in la full video t co lf hvswm via youtube this bitch cop can t be s ,1
18465, jahmall blueunicorns df bruh t co eivjyapkud go wash the dishes in the sink then come upstairs and eat this pussy ,1
20230, trianglesoul i wanna eat weed brownies but then i ask my self if i really wanna spend countless hours watching a documentary on sea tu ,2
148, jayten in every cartoon theirs alway a nuffsaid saving these hoes lmao t co ukd wtz x lmao damn captain saveahoe,1
6076, heavensenttynae nd you kno how much i love clams lol,2
19543, lilduval maaan these hoes be photoshopping m h lilduval damn you suppose to be that nigga how you get catfished,1
5523, angelo gl tommy russell yall aint gon get a stitch of pussy ,1
12799,me amp my next bitch gone turn up on the fashion side amp we ain t wearing nun of that designer shit that shit basic af,1
14796, creepgawddess having a friend that s a hoe but boring is probably depressing ,1
4355, oskzilla come draw and paint with me niggah ,1
5605, beth no steak here either no hurry on brownies just that picture u posted made me all but drool on my phone ,2
20347, wtfuxupjessie a hoe is cool with being unclaimed and kept on the low so that people don t call her what she is a hoe ,1
18897, djvlad if your sis is a bitch brother is a jerk leave em both alone and continue with your work q tip,1
9978,i ain t been to the fair since i was like and i haven t wanted to go since then either for some reason too many niggers for me,0
3950, loldyrus it s retarded ignore the harlem shake fad and hope it goes away soon ,2
22969,won t catch me sneak dissing thats fo the birds ,2
9666,happy birthday to my bitch paaullym i had to tow is botch ass car love you cuz,1
8722,did he say wayne chung bitch ,1
9093,fighting on the internet is like competing in the special olympics even if you win you re still retarded ,1
19008, flavorpill why tori amos matters now more than ever t co yisiai s via nme,2
4856, taylor faggot,0
15229, freddiegibbs it s cold as penguin pussy ,1
12393,life be my bitch and that hoe move when i say so t co ezo quqvhu,1
391, sleepy yongguk i saw an ajumma walk out in the beginning saying wow this is so trash that i can t even listen to it lmaoo,2
3808, kenobino ohh mr i m all tough cause i live in a retarded city thinks he s cool people like you should be shoveling my snow broke bum ,1
19149, idntwearcondoms a woman never cheated unless a man drove her to do it men only cheat for new pussy,1
21622,the tweeter gurl is on tumblr using a taser on roaches that i m assuming are in her house you bitches have no shame ,1
1732, connycarvajal why u can t just love because we don t love these hoes,1
17538, trobrobinator basically i m the shit bitch,1
20631,say you love that bitch so much i ll kill you right in front of her,1
9827,his bitch ass is the same way so it don t matter ,1
19764, noobde i m rich bitch t co spld zible,1
22536,we trash,1
1367, lanaecute ass my bitch bad she s a puerto rican what song is that,1
2837, chicago rose dunleavy my cracker ass honkie,1
24748,yo hoe will get slayed ,1
14036, ant you aint getting no hoes to come back to the room with you if you staying at circus circus bruh,1
17925, uberfacts mila kunis has heterochromia iridum which gives her two different colored eyes one eye is green the other is brown ,2
22044,this girl is retarded,0
2033, fucking on the first night don t make you a hoe ,1
3059, dougbenson hey you bitch you should get the lucasbros on your show they d be perfect for it i m kidding about the bitch part ,1
10738,i love you my nigguh but your a grown ass man s t co utzj i uhj,1
21653,them queer ass shorts rabchenko got on,0
24106,it s been ten mins bitch i gave you a min assignment lmfaooooo,1
16383, marlin fishyass if i did smoke i would not be smokin hoes out less they gettin fucked on,1
3172, fightsonvine bitch dont even think about playin wit me ,1
22621,what the fuck kind of redneck commercial was that indycar,1
20397, yankee kid who s to blame for the yankees underperformance this year the umps management the ebola outbreak how bout the player ,2
19389, julia rodd when kennies angry he talks like a ghetto black man and i really don t even think he notices hahahahahahaha i m laughing ,0
3197, freddiegibbs lol always with the complaining and crying just like when jeezy broke up with you cause your a moaning old bitch ,1
23119,yea you bad but hoe so what,1
21627,the value of abu qutada s statement is that his credentials in jihadi circles are impeccable he s facing trial on terrorism charges ,2
11394,i m sorry but this makes me feel so free like a fucking majestic bird gotonelessproblemwithoutya t co ekfovvcwht,1
20269, useemitch how many niggers are in my store i knooooooow your stealing ,0
97, celeynichole white thunduh how come you never bring me food i dont have a car retard,1
17405, sqaud rell she s a hoe she s ugly she s a bitch she s this she s that but you dated her please take a seat ,1
6673, mhs austin drive you nigger,1
8950,enjoying the eccentricity of rayevernham s americarna charlie daniels appearances in two of the three episodes i have watched ,2
5988, fucktyler lmao bitch is dumb slap her up,1
13558,oh you want pho well saimigi is ghetto pho eat that shit since im broke ,1
17613, thatguybryant still the greatest tweet ever djzeeti bitches run on emotion not logic a bitch will say if the number ,1
23232,you ain t my bitch so lil bitch why you bitchin ,1
18357, tymoore for all those watching that so raven look at this negro now lol t co necakytdi ,1
6760, nerissaloren not home headed to work sorry ho,1
2900, cotton candy lmaoooo aye people person so you know lil rico got hoes hahaha,1
5231, yourdudeferg like a tree in this bitch asshat ,1
14246, awwbroyouahhoe big booty bitches always win ,1
15421, hg shit on my mama yous a hoe omm yous a bitch omm if you get in a jam i bet you snitch omm ,1
20471,raunchy ass to pussy action with sakurako offering up her holes for use t co elp xye d,1
12677,love you more than those bitches before say you ll remember baby say you ll remember i will love you until the end of time ,1
10381,i got some lightskin pussy one time and the bitch damn near had me bout to propose ,1
19174, ih tvvitterhoes i gotta curve these hoes before they have a chance to curve me t co ihqswj vog,1
23442,you want me on the couch playing video games where you can see me or out with my friends with other pussy in reach bae ,1
19836, pgammo in the yankees draft room they had a huge picture of greg campbell with the message this is the makeup we re looking for ,2
18072, wifioverhoes idgaf what you bitches say about me ,1
12304,lady next to me gon say her cooch is itching amp burning she thinks she got a uti no bitch that s something else down there,1
11413,i m the gym looking at bitches booty creeping ,1
9840,hmm icejjfish every bitch i fucked wit is a hoe never met a real female in my life,1
9706,having a bitch come in handy during times like this ,1
21359,that bitch a tha tha,1
6028, glaad why do you guys cry and whine whenever someone says faggot it s ridiculous ,1
6497, kincade mistaturk lmaooo just call my phone if you want them birds migos voice ,2
20593,stfu boris fagjo maxin betha cause he a faggot makes sense now right channymaraj bran prolly real nurturing lol,0
